FID,id,rbd,letra,numero,direcc_cal,direcc_num,of_piso,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,layer,nombre,direccion,tipo
578, , , , , ,0, ,NUNOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,SPRING FLOWERS  EX SUNS FLOWER,815 HAMBURGO,JARDIN INFANTIL
579, , , , , ,0, ,NUNOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,RAILEN,194 JUAN MOYA,JARDIN INFANTIL
580, , , , , ,0, ,NUNOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,SEMILLITA,1777 REPUBLICA DE ISRAEL,JARDIN INFANTIL Y SALA CUNA
581, , , , , ,0, ,NUNOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,SER,71 AMERICO VESPUCIO,JARDIN INFANTIL
582, , , , , ,0, ,NUNOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MI RINCON,4106 SIMON BOLIVAR,JARDIN INFANTIL
583, , , , , ,0, ,NUNOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,ANUMRAYEN,927 LO ENCALADA,JARDIN INFANTIL
584, , , , , ,0, ,NUNOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,SOC. EDUCACIONAL MY LITTLE COUNTRY,951 COVENTRY,JARDIN INFANTIL
585, , , , , ,0, ,NUNOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,DINO,3442 JOSE IGNACIO VERGARA,JARDIN INFANTIL
586, , , , , ,0, ,PAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,DIA FELIZ,2521 LAZO,JARDIN INFANTIL
587, , , , , ,0, ,PENALOLEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,VALLE ENCANTADO,2705 ALBERTO VALENZUELA LLANOS,JARDIN INFANTIL
588, , , , , ,0, ,PENALOLEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,PRALINE LTDA.,11920 MARIANO SANCHEZ FONTECILLA,JARDIN INFANTIL Y SALA CUNA
589, , , , , ,0, ,PENALOLEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LA TORTUGA TUGA,6809 QUILIN,JARDIN INFANTIL
590, , , , , ,0, ,PENALOLEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CARACOLA,5100 LAS TORRES,JARDIN INFANTIL
591, , , , , ,0, ,PENALOLEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CREACIONES,11748 MARIANO SANCHEZ FONTECILLA,JARDIN INFANTIL Y SALA CUNA
592, , , , , ,0, ,PENALOLEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,RESBALIN,3847 CASABLANCA,JARDIN INFANTIL Y SALA CUNA
593, , , , , ,0, ,PENALOLEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,GIRACOLORES,13976 MARIANO SANCHEZ FONTECILLA,JARDIN INFANTIL
594, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,AZULILLO,2333 POCURO,JARDIN INFANTIL
595, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LA CASA DEL BAMBINI,2121 AUSTRIA,JARDIN INFANTIL
596, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,PEQUELANDIA LTDA.,1202 SUECIA,JARDIN INFANTIL Y SALA CUNA
597, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LEKIS,1718  ELIODORO YANEZ,JARDIN INFANTIL
598, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,SIEMBRA DULZURA,913 MATILDE SALAMANCA,JARDIN INFANTIL
599, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LAS LILAS,2424 CALIFORNIA,JARDIN INFANTIL
600, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,HOUSE GARDEN,1437 RICARDO LYON,JARDIN INFANTIL
601, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MI AMIGUITO,1497 CARLOS WILSON,JARDIN INFANTIL
602, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MANINA LTDA.,2882 MARCEL DUHAUT,JARDIN INFANTIL Y SALA CUNA
603, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MANCHITAS DE COLORES,1983 AMAPOLAS,JARDIN INFANTIL Y SALA CUNA
604, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CLINICA SANTA MARIA S.A.,745 FERNANDO MANTEROLA,JARDIN INFANTIL
605, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,POCURO LTDA,2476 POCURO,JARDIN INFANTIL
606, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MANANTIAL,300 ANTONIO BELLET,JARDIN INFANTIL
607, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CHAPO,937 CLEMENTE FABRES,JARDIN INFANTIL
608, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CRUCERO,286 CRUCERO EXETER,JARDIN INFANTIL Y SALA CUNA
609, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LA SOLUCION,470 ANTONIO VARAS,JARDIN INFANTIL
610, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,BIG HOUSE,2435 ELIODORO YANEZ,JARDIN INFANTIL
611, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,KUNAQUNITA,734 ROMAN DIAZ,JARDIN INFANTIL
612, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,FANTASIA MUSICAL,576 MARIA LUISA SANTANDER,JARDIN INFANTIL Y SALA CUNA
613, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,ARAUCARIA,1736 FEDERICO FROEBEL,JARDIN INFANTIL
614, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,TIMONEL,2536 DIEGO DE ALMAGRO,JARDIN INFANTIL Y SALA CUNA
615, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LOS MUNECOS,2139 RICARDO LYON,JARDIN INFANTIL
616, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,SEMINARIO,92 SEMINARIO,JARDIN INFANTIL
617, , , , , ,0, ,PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CAROLINA,2480 FRANCISCO BILBAO,JARDIN INFANTIL
618, , , , , ,0, ,PUDAHUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,ARCO IRIS,251 AMERICO VESPUCIO,JARDIN INFANTIL
619, , , , , ,0, ,PUDAHUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,RAYITO DE LUZ,231 AMERICO VESPUCIO,JARDIN INFANTIL
620, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,ANAKENA DE PUENTE ALTO,1102 ARQUITECTO EUGENIO CERDA,JARDIN INFANTIL
621, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,BAMBINI,55 TTE BELLO,JARDIN INFANTIL
622, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MY LITLE BABY,287 TTE BELLO,JARDIN INFANTIL Y SALA CUNA
623, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,STA GEMITA DE GALGANI,97 NORUEGA,JARDIN INFANTIL
624, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,UN MUNDO DE AMOR,332 ANGEL PIOMENTEL,JARDIN INFANTIL
625, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MARIA MONTESSORI,148 GENARO SALINAS,JARDIN INFANTIL
626, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,FUTURO,265 GANDARILLAS,JARDIN INFANTIL
627, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,GENTE MENUDA,127 ANGEL PIMENTEL,JARDIN INFANTIL
628, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MI PRIMER HORIZONTE,2588 CONCHA Y TORO,JARDIN INFANTIL
629, , , , , ,0, ,PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CONEJITA,132 ARQUITRECTO EUGENIO CERDA,JARDIN INFANTIL
630, , , , , ,0, ,QUILICURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CUNA DE TALENTOS,202 OHIGGINS,JARDIN INFANTIL
631, , , , , ,0, ,QUILICURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,KAI   KAI,177 OHIGGINS,JARDIN INFANTIL
632, , , , , ,0, ,QUILICURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LOS PEKES,1476 MANUEL ANTONIO MATTA,JARDIN INFANTIL
633, , , , , ,0, ,QUILICURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,TRAVESURAS,1484 LOS MAITENES,JARDIN INFANTIL
634, , , , , ,0, ,QUINTA NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,SEMILLITA,5955 CARRASCAL,JARDIN INFANTIL
635, , , , , ,0, ,QUINTA NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,PESTANITAS,2076 CORRIENTES,JARDIN INFANTIL
636, , , , , ,0, ,QUINTA NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CAPULLITO,415 LAS REJAS NORTE,JARDIN INFANTIL
637, , , , , ,0, ,QUINTA NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MUNDO FELIZ,2624 VICTOR HUGO,JARDIN INFANTIL
638, , , , , ,0, ,RECOLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CASCANUECES,690 EINSTEIN,JARDIN INFANTIL
639, , , , , ,0, ,RECOLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LEKIS,637 PERU,JARDIN INFANTIL
640, , , , , ,0, ,RECOLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,ANTIYAL,3661 RECOLETA,JARDIN INFANTIL
641, , , , , ,0, ,RECOLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,ARROZ CON LECHE,328 MAESTRANZA LIDIA TORRES,JARDIN INFANTIL
642, , , , , ,0, ,RECOLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,SOC. EDUC. STRAUSS LTDA.SALA CUNA STRAUSS,3107 CALLE 1,JARDIN INFANTIL
643, , , , , ,0, ,RENCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,TIA YITA,2812 DOMINGO SANTA MARIA,JARDIN INFANTIL
644, , , , , ,0, ,SAN BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,KIDS` KIGDOM,167 DEMOSTENES RIVERA,JARDIN INFANTIL
645, , , , , ,0, ,SAN BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,DESPERTARES NUESTRO MUNDO,537 URMENETA,JARDIN INFANTIL
646, , , , , ,0, ,SAN BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,NADEL,77 ESMERALDA,JARDIN INFANTIL
647, , , , , ,0, ,SAN BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,PEQUESOL,330 VICTORIA,JARDIN INFANTIL
648, , , , , ,0, ,SAN BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,INNSBRUCK,541 SAN ALFONSO,JARDIN INFANTIL
649, , , , , ,0, ,SAN BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LAS CAMELIAS,1962 PORTALES,JARDIN INFANTIL
650, , , , , ,0, ,SAN BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,REMOLINO,165 OHIGGINS,JARDIN INFANTIL
651, , , , , ,0, ,SAN JOAQUIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,KAISER GARTEN,170 ARACENA INFANTE,JARDIN INFANTIL
652, , , , , ,0, ,SAN JOAQUIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,SAN AGUSTIN DE HIPONA,2231 IGNACIO VALDIVIESO,JARDIN INFANTIL
653, , , , , ,0, ,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LOS ENANITOS,3721 BARTOLO SOTO,JARDIN INFANTIL
654, , , , , ,0, ,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,HAPPY CLASS ENGLISH KINDERGARTEN,1165 BLANCO VIEL,JARDIN INFANTIL
655, , , , , ,0, ,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,NENES,1171 TERESA VIAL,JARDIN INFANTIL
656, , , , , ,0, ,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,LITTLE BEE COLLEGE LTDA.,3203 LLANO SUBERCASEAUX,JARDIN INFANTIL
657, , , , , ,0, ,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,RUKANTU,1284 SALESIANOS,JARDIN INFANTIL
658, , , , , ,0, ,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,ANTU,4109 LLANO SUBERCASEAUX,JARDIN INFANTIL
659, , , , , ,0, ,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CARITA FELIZ,1178 ANA LUISA,JARDIN INFANTIL
660, , , , , ,0, ,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,KID PLACE,1320 LA MARINA,JARDIN INFANTIL
661, , , , , ,0, ,SAN RAMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MI PEQUENO MUNDO,1508 PARROQUIA,JARDIN INFANTIL
662, , , , , ,0, ,SANTIAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,BARCO IRIS,139 GRAL JOFRE,JARDIN INFANTIL
663, , , , , ,0, ,SANTIAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,ARCA MAGICA,2335 STA MONICA,JARDIN INFANTIL
664, , , , , ,0, ,SANTIAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,MI REFUGIO,1750 BASCUNAN GUERRERO,JARDIN INFANTIL
665, , , , , ,0, ,SANTIAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,0,0, , ,CAPREDENA,102 BULNES,JARDIN INFANTIL
