FID,id,rbd,letra,numero,direcc_cal,direcc_num,of_piso,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,layer,nombre,direccion,tipo
173,528,10000143, , ,CORONEL,8960,0,LA GRANJA,0,6,4400,2184,6.03,1,5,0,15,2,23,0,0,0,0,0,0,0,0,0,329,0,0,0,3,329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000143,SANTIAGO,PREBASICA,350104.5694,6287008.43075,PROVINCIAL SUR,PREBASICA,MI CAPULLITO,8960 CORONEL,JARDIN INFANTIL
174,530,10000147, , ,SAN GREGORIO,675,0,LA GRANJA,5416191,6,3000,0,2.58,1,1,0,4,1,7,0,0,0,0,0,0,0,0,0,102,0,0,0,3,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000147,SANTIAGO,PREBASICA,349832.48984,6287961.9,PROVINCIAL SUR,PREBASICA,BAMBI,0675 SAN GREGORIO,JARDIN INFANTIL
175,534,10000052, , ,VALDIVIA,805,0,LA GRANJA,5257751,8,0,0,0,0,1,0,6,4,11,0,0,0,0,0,0,0,0,0,155,0,0,0,3,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000052,SANTIAGO,PREBASICA,350080.02567,6288421.16071,PROVINCIAL SUR,PREBASICA,C.A. SAN GREGORIO,0805 VALDIVIA,SALA CUNA
176,559,24650 6,D,567,PEDRO AGUIRRE CERDA,184,1,LA CISTERNA,5581313,1,0,3500,0,1,5,1,0,6,13,0,0,0,0,0,90,90,0,0,90,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24650 6,SANTIAGO,PREBASICA,345351.97509,6288235.24055,PROVINCIAL SUR,PREBASICA,ESCUELA DE PARVULOS,0184 PEDRO AGUIRRE CERDA,JARDIN INFANTIL
177,581,9858 2, ,174,LO OVALLE,136,1,LA CISTERNA,5215174,4,141000,0,0,1,1,1,0,3,6,0,0,0,6,0,0,0,0,0,45,0,0,0,1,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9858 2,SANTIAGO,PREBASICA,345906.40159,6290502.3933,PROVINCIAL SUR,PREBASICA,AMERICAN COLLEGE,0136 LO OVALLE,JARDIN INFANTIL
178,602,11865 6, ,64,CARD JOSE MARIA CARO,155,1,EL BOSQUE,5282510,3,50000,462,1.25,1,5,1,0,2,9,0,0,12,0,0,0,0,0,0,113,0,0,0,1,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11865 6,SANTIAGO,PREBASICA,343549.76953,6284022.575,PROVINCIAL SUR,PREBASICA,ESCUELA PARVULOS CONEJIN,155 CARD JOSE MARIA CARO,JARDIN INFANTIL
179,605,10000136, , ,PEDRO SANCHO DE LA HOZ,12616,0,EL BOSQUE,0,6,3000,3000,5.4,1,4,0,17,6,28,0,0,0,0,0,0,0,0,0,272,0,0,0,3,272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000136,SANTIAGO,PREBASICA,344187.60003,6283874.79664,PROVINCIAL SUR,PREBASICA,ANTT RALLEN,12616 PEDRO SANCHO DE LA HOZ,JARDIN INFANTIL Y SALA CUNA
180,609,11844, ,57,GRAN AVDA JOSE MIGUEL CARRERA,11576,0,EL BOSQUE,5290522,4,665000,220,0,2,5,0,0,1,8,0,0,1,1,0,14,100,0,0,41,0,0,0,1,41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11844,SANTIAGO,PREBASICA,344073.28281,6285268.6,PROVINCIAL SUR,PREBASICA,LA FAROLA,11576 GRAN AVDA JOSE MIGUEL CARRERA,JARDIN INFANTIL
181,614,10000061, , ,LAS PAPAYAS,11172,0,EL BOSQUE,0,8,5500,120,8,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,36,0,0,0,3,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000061,SANTIAGO,PREBASICA,344761.25312,6283538.075,PROVINCIAL SUR,PREBASICA,ALMENDRO DOS,11172 LAS PAPAYAS,JARDIN INFANTIL
182,615,10000060, , ,LOS MORROS,11294,0,EL BOSQUE,5280971,8,4000,2400,3.36,0,1,0,12,3,16,0,0,0,0,0,0,0,0,0,225,0,0,0,3,225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000060,SANTIAGO,PREBASICA,344870.64271,6284779.575,PROVINCIAL SUR,PREBASICA,C.A. MARIA LUISA BOMBAL,11294 LOS MORROS,SALA CUNA
183,639,10000139, , ,LOS EUCALIPTUS,11160,0,EL BOSQUE,5280952,6,3000,1568,3.3,1,1,0,4,1,7,0,0,0,0,1,0,0,0,0,98,0,0,0,3,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000139,SANTIAGO,PREBASICA,345761.11094,6284855.375,PROVINCIAL SUR,PREBASICA,RAYITO DE SOL,11160 LOS EUCALIPTUS,JARDIN INFANTIL
184,642,10000142, , ,DEL CANDIL,984,0,EL BOSQUE,5589313,6,3000,800,1.82,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,80,0,0,0,3,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000142,SANTIAGO,PREBASICA,345522.1858,6285429.40034,PROVINCIAL SUR,PREBASICA,LAS ARDILLITAS,984 DEL CANDIL,JARDIN INFANTIL
185,655,10000135, , ,PSJE 32,1033,0,EL BOSQUE,5580043,6,3300,630,1.8,1,1,0,4,1,7,0,0,0,0,0,0,0,0,0,87,0,0,0,3,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000135,SANTIAGO,PREBASICA,343664.73543,6287108.75479,PROVINCIAL SUR,PREBASICA,MIS RAICES,01033 PSJE 32,JARDIN INFANTIL
186,656,10000141, , ,PSJE 18,1226,0,EL BOSQUE,5594921,6,3300,914,3.78,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,57,0,0,0,3,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000141,SANTIAGO,PREBASICA,343675.82985,6287561.85727,PROVINCIAL SUR,PREBASICA,ILLIHUE,01226 PSJE 18,JARDIN INFANTIL Y SALA CUNA
187,658,10000138, , ,EL LIBERTADOR,675,0,EL BOSQUE,5281247,6,2500,3184,4.9,1,4,0,12,2,19,0,0,0,0,2,0,0,0,0,209,0,0,0,3,209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000138,SANTIAGO,PREBASICA,345004.05395,6284376.04002,PROVINCIAL SUR,PREBASICA,ESTRELLA DE LOS MORROS,675 EL LIBERTADOR,JARDIN INFANTIL Y SALA CUNA
188,661,24618 2, ,831,ELIAS FERNANDEZ ALBANO,220,1,LA CISTERNA,5582549,4,240000,0,0,2,3,1,0,1,7,0,0,0,0,0,0,0,0,0,100,0,0,0,1,100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24618 2,SANTIAGO,PREBASICA,345638.68206,6289519.73327,PROVINCIAL SUR,PREBASICA,ESCUELA DE PARVULOS COLORIN COLORADO,220 ELIAS FERNANDEZ ALBANO,JARDIN INFANTIL
189,663,10000145, , ,PSJE 15,6381,0,LA GRANJA,2210689,6,3000,3200,5.4,1,5,0,15,3,24,0,0,0,0,0,0,0,0,0,241,0,0,0,3,241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000145,SANTIAGO,PREBASICA,349942.71691,6290353.37847,PROVINCIAL SUR,PREBASICA,LOS MAGNOLIOS,6381 PSJE 15,JARDIN INFANTIL Y SALA CUNA
190,664,10000053, , ,PSJE 6,6531,0,LA GRANJA,2214115,8,0,0,0,0,1,0,3,3,7,0,0,0,0,0,0,0,0,0,78,0,0,0,3,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000053,SANTIAGO,PREBASICA,349690.67813,6289922.42501,PROVINCIAL SUR,PREBASICA,C.A. YUNGAY,6531 PSJE 6,SALA CUNA
191,666,10000144, , ,8 ORIENTE,6447,0,LA GRANJA,5255204,6,2750,600,2.68,1,1,0,5,1,8,0,0,0,0,0,0,0,0,0,101,0,0,0,3,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000144,SANTIAGO,PREBASICA,348731.94479,6290018.98649,PROVINCIAL SUR,PREBASICA,CUNCUNITAS,6447 8 ORIENTE,JARDIN INFANTIL
192,667,9642 3, ,120,SGTO ALDEA,0,1,LA GRANJA,5585499,3,25000,0,0,1,5,0,0,8,14,0,0,6,0,0,134,0,0,0,270,0,0,0,1,270,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9642 3,SANTIAGO,PREBASICA,348405.03755,6287609.60483,PROVINCIAL SUR,PREBASICA,ESCUELA PARTICULAR TTE DAGOBERTO GODOY,012 093 SGTO ALDEA,JARDIN INFANTIL
193,668,24957 2, ,97,GOBERNADOR MUNOZ GAMERO,1472,1,LA PINTANA,5428713,3,0,0,0,1,0,0,3,12,16,0,0,0,0,0,0,0,0,0,188,0,0,0,3,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24957 2,SANTIAGO,PREBASICA,348141.6094,6283146.53829,PROVINCIAL CORDILLERA,PREBASICA,ESCUELA ESPECIAL PLANETA DE NINOS,1472 GOBERNADOR MUNOZ GAMERO,JARDIN INFANTIL Y SALA CUNA
194,669,10000074, , ,DEL SEMBRADOR,2243,0,LA PINTANA,5431541,8,3000,1536,3.48,0,1,0,8,8,17,0,0,0,0,0,0,0,0,0,204,0,0,0,3,204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000074,SANTIAGO,PREBASICA,348322.6986,6285589.58031,PROVINCIAL CORDILLERA,PREBASICA,C.A. JUAN PABLO II,2243 DEL SEMBRADOR,SALA CUNA
195,673,10000113, , ,PSJE 10,12916,0,LA PINTANA,5424865,6,400,800,3,1,5,0,16,3,25,0,0,0,0,0,0,0,0,0,284,0,0,0,3,284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000113,SANTIAGO,PREBASICA,347553.29644,6282933.86318,PROVINCIAL CORDILLERA,PREBASICA,KIPAI ANTU,12916 PSJE 10,JARDIN INFANTIL Y SALA CUNA
196,675,10000150, , ,PROFE JULIO CHAVEZ,12613,0,LA PINTANA,5452634,6,3300,2250,1.26,1,2,0,4,1,8,0,0,0,0,0,0,0,0,0,134,0,0,0,3,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000150,SANTIAGO,PREBASICA,346275.38735,6283391.87401,PROVINCIAL CORDILLERA,PREBASICA,MILLANTUN,12613 PROFE JULIO CHAVEZ,JARDIN INFANTIL
197,677,10000115, , ,EL JACARANDA,693,0,LA PINTANA,0,6,4000,1925,7.74,1,3,0,12,6,22,0,0,0,0,0,0,0,0,0,216,0,0,0,3,216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000115,SANTIAGO,PREBASICA,346075.19102,6282756.34143,PROVINCIAL CORDILLERA,PREBASICA,PUPENI,0693 EL JACARANDA,JARDIN INFANTIL
198,679,10000070, , ,DEPARTAMENTAL TOBALABA,0,0,LA FLORIDA,2845571,8,3000,2000,2,1,1,0,8,2,12,0,0,0,0,1,0,0,0,0,127,0,0,0,3,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000070,SANTIAGO,PREBASICA,355118.84145,6290925.15658,PROVINCIAL CORDILLERA,PREBASICA,CASITA DE JUGUETE,DEPARTAMENTAL TOBALABA,SALA CUNA
199,685,10000072, , ,REINA LUISA LOS PONCIANOS,0,0,LA FLORIDA,2866279,8,0,1393,3.18,0,1,0,11,5,17,0,0,0,0,3,0,0,0,0,171,0,0,0,3,171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000072,SANTIAGO,PREBASICA,352953.95075,6290702.3136,PROVINCIAL CORDILLERA,PREBASICA,ARCO IRIS,REINA LUISA LOS PONCIANOS,SALA CUNA
200,688,24414 7, ,1385,SERAFIN ZAMORA,141,1,LA FLORIDA,2832270,4,281000,1335,1.93,2,4,0,0,1,7,0,0,3,3,0,0,0,0,0,117,0,0,0,1,117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24414 7,SANTIAGO,PREBASICA,351579.60236,6289926.06574,PROVINCIAL CORDILLERA,PREBASICA,ANDY,141 SERAFIN ZAMORA,JARDIN INFANTIL
201,689,24492 9, , ,LA PALOMA,11794,1,LA FLORIDA,2886554,4,320000,260,0,1,4,2,0,0,7,0,0,8,8,6,0,0,0,0,57,0,0,0,1,57,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24492 9,SANTIAGO,PREBASICA,352769.94607,6285731.79761,PROVINCIAL CORDILLERA,PREBASICA,JARDIN INFANTIL TOLIN   TOLAN,11794 LA PALOMA,JARDIN INFANTIL
202,690,24688 3, ,1453,FELIPE II,10397,1,LA FLORIDA,0,4,237000,140,7,1,3,2,0,1,7,0,0,2,2,2,0,0,0,0,35,0,0,0,1,35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24688 3,SANTIAGO,PREBASICA,352456.05066,6286118.16058,PROVINCIAL CORDILLERA,PREBASICA,VILLA LOS REALES,10397 FELIPE II,JARDIN INFANTIL
203,698,10000131, , ,DR SOTERO DEL RIO & STA RAQUEL,0,0,LA FLORIDA,2910113,6,3300,0,0,0,2,0,3,1,6,0,0,0,0,1,0,0,0,0,79,0,0,0,3,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000131,SANTIAGO,PREBASICA,351178.91396,6287811.79012,PROVINCIAL CORDILLERA,PREBASICA,PARQUE DEL NINO CHILENO,DR SOTERO DEL RIO & STA RAQUEL,JARDIN INFANTIL
204,705,12104 5, ,357,AVENIDA CENTRAL,5916,1,PAC,5210112,3,25000,400,1.4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12104 5,SANTIAGO,PREBASICA,343286.57326,6292335.24294,PROVINCIAL CENTRO,PREBASICA,MIS CARINOSITOS,5916 AVENIDA CENTRAL,JARDIN INFANTIL
205,708,10000189, , ,LO OVALLE,2300,0,PAC,5236076,6,0,4875,7.14,1,0,0,11,6,21,0,0,0,0,0,0,0,0,0,206,0,0,0,3,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000189,SANTIAGO,PREBASICA,344275.49492,6291126.11225,PROVINCIAL CENTRO,PREBASICA,PEQUENO MUNDO,2300 LO OVALLE,JARDIN INFANTIL
206,711,88883, ,225,ALHUE,3100,0,PAC,5210926,3,95000,241,1.01,1,0,0,0,1,3,0,0,2,0,0,0,0,0,0,31,0,0,0,1,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88883,SANTIAGO,PREBASICA,344082.33478,6291847.11717,PROVINCIAL CENTRO,PREBASICA,SAN CARLOS,3100 ALHUE,JARDIN INFANTIL
207,713,10000190, , ,PASEO GRONHUERT,5510,0,PAC,5219897,6,3300,130,9,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,76,0,0,0,3,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000190,SANTIAGO,PREBASICA,343886.69176,6292374.42291,PROVINCIAL CENTRO,PREBASICA,PRINCIPITO,5511 PASEO GRONHUERT,JARDIN INFANTIL
208,715,10000192, , ,GUANAQUEROS,3210,0,PAC,5213721,6,0,0,0,1,0,0,11,6,21,0,0,0,0,0,0,0,0,0,202,0,0,0,3,202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000192,SANTIAGO,PREBASICA,344188.55084,6292455.09097,PROVINCIAL CENTRO,PREBASICA,MIS PRIMEROS PASOS,3210 GUANAQUEROS,JARDIN INFANTIL
209,717,9554 0, ,264,CAHUELMO,6010,0,PAC,5215583,3,0,0,0,1,0,0,0,2,8,0,0,5,0,0,0,0,0,0,215,0,0,0,1,215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9554 0,SANTIAGO,PREBASICA,344152.45591,6291717.80375,PROVINCIAL CENTRO,PREBASICA,PEDRO F. INIGUEZ,6010 CAHUELMO,JARDIN INFANTIL
210,721,24740 5, ,1476,ALHUE,2589,1,PAC,5215037,4,260000,0,0,1,0,0,0,1,3,0,0,2,0,2,0,0,0,0,31,0,0,0,1,31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24740 5,SANTIAGO,PREBASICA,344602.78948,6291570.18462,PROVINCIAL CENTRO,PREBASICA,THE CHILDREN'S WORDL,2589 ALHUE,JARDIN INFANTIL
211,725,10000193, , ,CLUB HIPICO,5789,0,PAC,5235060,6,30000,2000,1.2,1,0,0,4,3,9,0,0,4,0,0,0,0,0,0,106,0,0,0,3,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000193,SANTIAGO,PREBASICA,344476.43543,6291759.59204,PROVINCIAL CENTRO,PREBASICA,WE XIPANTA,5789 CLUB HIPICO,JARDIN INFANTIL
212,727,10000057, , ,REUMEN,5735,0,PAC,5212832,8,0,2200,4,0,0,0,4,6,11,0,0,0,0,1,0,0,0,0,114,0,0,0,3,114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000057,SANTIAGO,PREBASICA,344938.21669,6291629.99727,PROVINCIAL CENTRO,PREBASICA,LOS MAITENES,5735 REUMEN,SALA CUNA
213,732,10000059, , ,1 DE MAYO,4136,0,PAC,5630067,8,3000,980,4.12,0,0,0,3,15,19,0,0,0,0,0,0,0,0,0,195,0,0,0,3,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000059,SANTIAGO,PREBASICA,344093.36342,6293844.31596,PROVINCIAL CENTRO,PREBASICA,LOS ROBLES,4136 1 DE MAYO,SALA CUNA
214,733,9446 3,E,504,LA MARIQUINA,3244,1,PAC,5630016,1,0,400,2,1,0,1,0,3,16,0,0,2,0,0,0,0,0,0,214,0,0,0,1,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9446 3,SANTIAGO,PREBASICA,344072.03241,6293945.54165,PROVINCIAL CENTRO,PREBASICA,RAYITO DE LUZ,3244 LA MARIQUINA,JARDIN INFANTIL
215,737,88884, ,258,BALAKIREFF,4620,0,PAC,5225128,3,1500,333,6.7,0,0,0,0,1,4,0,0,5,3,0,0,0,0,0,53,0,0,0,1,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88884,SANTIAGO,PREBASICA,344953.612,6293109.40396,PROVINCIAL CENTRO,PREBASICA,LA RONDA DE SAN MIGUEL,4620 BALAKIREFF,JARDIN INFANTIL
216,739,24741 3, ,1477,LA MARINA,2000,1,PAC,5224675,4,180000,300,8,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,34,0,0,0,1,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24741 3,SANTIAGO,PREBASICA,345222.8111,6292754.62435,PROVINCIAL CENTRO,PREBASICA,ESCUELA DE PARVULOS CARACOL,2000 LA MARINA,JARDIN INFANTIL
217,747,24677 8, ,1444,MAURICIO RUGENDAS,1874,0,MACUL,2217111,4,298000,420,2.1,1,0,1,0,1,7,0,0,2,0,1,0,0,0,0,18,0,0,0,1,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24677 8,SANTIAGO,PREBASICA,350250.03591,6291613.09685,PROVINCIAL ORIENTE,PREBASICA,LAKI,1874 MAURICIO RUGENDAS,JARDIN INFANTIL
218,751,24862 2, ,1533,FROILAN ROA,5790,0,MACUL,0,4,560000,0,0,1,0,1,0,1,7,0,0,6,0,0,19,100,0,0,50,0,0,0,1,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24862 2,SANTIAGO,PREBASICA,351300.09738,6291406.05814,PROVINCIAL ORIENTE,PREBASICA,PANDORA,5790 FROILAN ROA,JARDIN INFANTIL
219,757,10000035, , ,NVA JOAQUIN RODRIGUEZ,3595,0,MACUL,2219674,8,0,2181,4.9,0,0,0,15,2,19,0,0,0,0,0,0,0,0,0,249,0,0,0,3,249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000035,SANTIAGO,PREBASICA,350696.92031,6293507,PROVINCIAL ORIENTE,PREBASICA,C.A. RAILEN,3595 NVA JOAQUIN RODRIGUEZ,SALA CUNA
220,767,24646 8, ,1435,FEDERICO GANA,3707,1,MACUL,2213113,4,525000,400,0,1,0,0,0,1,4,0,0,4,0,2,20,20,0,0,19,0,0,0,1,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24646 8,SANTIAGO,PREBASICA,351981.1459,6293488.39392,PROVINCIAL ORIENTE,PREBASICA,RULITO,3707 FEDERICO GANA,JARDIN INFANTIL
221,773,10000102, , ,STA JULIA,2354,0,MACUL,2729292,6,3300,0,0,1,0,0,5,1,9,0,0,0,0,1,0,0,0,0,156,0,0,0,3,156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000102,SANTIAGO,PREBASICA,352100.43036,6294794.57143,PROVINCIAL ORIENTE,PREBASICA,SEMILLITAS,2354 STA JULIA,JARDIN INFANTIL
222,782,10000104, , ,CALLE 2,4751,0,MACUL,2712970,6,3300,2068,3.32,1,0,0,4,1,7,0,0,0,0,1,0,0,0,0,104,0,0,0,3,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000104,SANTIAGO,PREBASICA,353138.66277,6295007.19772,PROVINCIAL ORIENTE,PREBASICA,OSITO REGALON,4751 CALLE 2,JARDIN INFANTIL
223,783,9161 8, ,1162,CALLE 2,4631,1,MACUL,2715736,3,7000,0,0,1,0,0,0,3,6,0,0,4,0,1,35,100,0,0,73,0,0,0,1,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9161 8,SANTIAGO,PREBASICA,352970.94758,6295049.88621,PROVINCIAL ORIENTE,PREBASICA,REINA DE LA PAZ,4631 CALLE 2,JARDIN INFANTIL
224,787,10000191, , ,AURORA DE CHILE 30 DE OCTUBRE,0,0,PAC,0,6,3000,0,0,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,43,0,0,0,3,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000191,SANTIAGO,PREBASICA,343993.77398,6293293.84654,PROVINCIAL CENTRO,PREBASICA,PEQUENO AYMARA,AURORA DE CHILE 30 DE OCTUBRE,JARDIN INFANTIL
225,789,10000187, , ,PSJE 5,0,0,PAC,5217282,6,0,0,0,1,0,0,4,1,8,0,0,0,0,0,0,0,0,0,98,0,0,0,3,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000187,SANTIAGO,PREBASICA,343217.26844,6292869.8634,PROVINCIAL CENTRO,PREBASICA,JARDIN INFANTIL FLORECER,S N PSJE 5,JARDIN INFANTIL
226,791,10000103, , ,PSJE AUCOPUJO,2265,0,MACUL,2719753,3,300,0,0,1,0,0,10,3,16,0,0,0,0,1,0,0,0,0,89,0,0,0,3,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000103,SANTIAGO,PREBASICA,352164.17105,6294857.48543,PROVINCIAL ORIENTE,PREBASICA,SALA CUNA PERUCHO,2265 PSJE AUCOPUJO,SALA CUNA
227,795,10000188, , ,ANTONIO D`CAMARA CANTO,3591,0,PAC,6845040,6,3300,0,0,1,0,0,6,1,10,0,0,0,0,0,0,0,0,0,115,0,0,0,3,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000188,SANTIAGO,PREBASICA,343527.30003,6293687.02554,PROVINCIAL CENTRO,PREBASICA,NIDITO DE SOL,3591 ANTONIO DCAMARA CANTO,JARDIN INFANTIL Y SALA CUNA
228,797,10000058, , ,PSJE H,4357,0,PAC,5216400,8,0,1050,3.38,0,0,0,3,11,15,0,0,0,0,3,0,0,0,0,119,0,0,0,3,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000058,SANTIAGO,PREBASICA,343246.40461,6292948.34292,PROVINCIAL CENTRO,PREBASICA,C.A. REBECA IZQUIERDO,4357 PSJE H,SALA CUNA
229,798,9245 2, ,1200,JOSE PEDRO ALESSANDRI,3728,1,MACUL,2211097,4,394000,200,8,2,0,0,0,5,10,0,0,7,7,0,100,0,0,0,100,0,0,0,1,100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9245 2,SANTIAGO,PREBASICA,351460.31102,6293455.30316,PROVINCIAL ORIENTE,PREBASICA,PAUCAR,3728 JOSE PEDRO ALESSANDRI,JARDIN INFANTIL
230,803,10000105, , ,PSJE 3,5991,0,MACUL,2839587,6,3000,103,4.9,1,0,0,8,2,12,0,0,0,0,0,0,0,0,0,127,0,0,0,3,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000105,SANTIAGO,PREBASICA,351454.84491,6291711.94424,PROVINCIAL ORIENTE,PREBASICA,EL RANCHITO,5991 PSJE 3,JARDIN INFANTIL
231,808,10000153, , ,ANIBAL ZANARTU,10077,0,SAN RAMON,5431550,6,300,0,3.42,1,0,0,5,2,11,0,0,0,0,0,0,0,0,0,206,0,0,0,3,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000153,SANTIAGO,PREBASICA,346925.01276,6286346.41994,PROVINCIAL SUR,PREBASICA,RAYITO DE SOL,10077 ANIBAL ZANARTU,JARDIN INFANTIL
232,812,10000068, , ,SGTO CANDELARIA,2280,0,SAN RAMON,5418852,8,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,211,0,0,0,3,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000068,SANTIAGO,PREBASICA,348496.34582,6285866.74146,PROVINCIAL SUR,PREBASICA,C.A. CRISOL,2280 SGTO CANDELARIA,SALA CUNA
233,828,10000151, , ,ANIBAL ZANARTU,9133,0,SAN RAMON,5585748,6,0,3182,0,1,0,0,10,2,18,0,0,0,0,0,0,0,0,0,188,0,0,0,3,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000151,SANTIAGO,PREBASICA,347077.61641,6287357,PROVINCIAL SUR,PREBASICA,LIRAYEN,9133 ANIBAL ZANARTU,JARDIN INFANTIL Y SALA CUNA
234,830,11900, ,338,LA GRANJA,8110,0,SAN RAMON,5580440,4,260000,0,0,2,0,0,0,2,13,0,0,2,2,0,0,0,0,0,74,0,0,0,1,74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11900,SANTIAGO,PREBASICA,346947.61021,6288541.00205,PROVINCIAL SUR,PREBASICA,EL BUEN SAMARITANO,8110 LA GRANJA,JARDIN INFANTIL
235,833,11808 7, ,314,MARIANA CASTRO,1245,1,SAN RAMON,5258955,3,0,95,5,1,0,0,0,1,3,0,0,1,1,0,0,50,0,0,29,0,0,0,1,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11808 7,SANTIAGO,PREBASICA,347214.74081,6289391.20438,PROVINCIAL SUR,PREBASICA,SEGUNDO MAURO ORTIZ,1245 MARIANA CASTRO,JARDIN INFANTIL
